X,Y,OBJECTID,FACILITYID,NAME,OWNER,OWNTYPE,SUBTYPEFIELD,FEATURECODE,FULLADDR,CITY,STATE,ZIPCODE,PHONE,LOCATIONTYPE,CAPTUREMETH,DESCRIPT,OPERDAYS,OPERHOURS,PARKURL,DESCRIPT2,PARKAREA,SHELTERURL,NUMPARKING,ARTSTUDIO,BALLFIELDS,BEACH,BOATRAMP,CANOELAUNCH,COMMUNITYCENTER,COMPUTERLAB,CONCESSION,DOGPARK,FITNESSFACILITY,GOLF,GRILLS,GYM,OUTDOORFITNESS,PIER,SHUFFLECOURTS,PLAYGROUND,POOL,RESTROOMS,SHELTERS,TENNIS,IMPROVEDTRAILS,DOGBEACH,BASKETCOURTS,RACQUETCOURTS,NATURALTRAILS,DISCGOLF,SKATEPARK,SPLASHPAD,ATHLETICFIELD,SANDCOURTS,BANDSHELL,CEMETERY,MARINA,PARKALIAS,SHELTERMAP,GlobalID,created_user,created_date,last_edited_user,last_edited_date,USNG
-82.458813165298366,27.945240132748818,39474,167,MacDill Park on the Riverwalk,Tampa,Municipal,820,Park,100 N Ashley Dr,Tampa,FL,33602,,Parcel,Placed on Map,MacDill Park on the Riverwalk is ¾ of an acre park along the Hillsborough River in the heart of downtown Tampa that honors the contribution MacDill AFB has made to the community. The park includes 225 linear feet of riverwalk and is one of four parks alo,,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,{EB4DE181-EA40-421E-AB43-79D7BE16E1E4},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 564 919
-82.430930579909969,27.963437847247491,39383,169,East Ybor Park,Tampa,Municipal,820,Park,2202 N 26th St,Tampa,FL,33605,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,N/A,{4EB84D8A-6436-415B-BC7A-7C29AD76CDDB},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 592 939
-82.482724333577409,27.957335440892439,39408,129,Salcines Park,Tampa,Municipal,820,Park,1705 N Howard Ave,Tampa,FL,33607,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{B254407F-3FE0-4517-AF4B-7F887500225B},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 541 933
-82.448809255074792,28.031193753177192,39446,201,Springhill Community Center,Tampa,Municipal,820,Community / Recreation Center,1000 E Eskimo Avenue,Tampa,FL,33604,813-274-3314,Building,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,,N/A,{D40FBC17-7BED-4618-80E8-805B8CE1AD64},,,DPD3,2015-01-12T16:33:44.000Z,17R LM 575 015
-82.51140110678719,27.932577762301584,39374,164,"Clifton ""Cal"" Dickson Tennis Center",Tampa,Municipal,820,Sports Complex / Ball Fields,4011 W Watrous Ave,Tampa,FL,33629,813-259-1893,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{9521F59E-DBE4-4CBC-BD6A-8218810C351F},,,DPB4,2015-03-02T16:42:30.000Z,17R LL 512 906
-82.459413478570298,27.942444965120227,39469,147,Tony Jannus Park,Tampa,Municipal,820,Park,200 Bayshore Blvd,Tampa,FL,33606,,Parcel,Placed on Map,"Located at the intersection of Bayshore Boulevard and Platt Street, Tony Janus Park is situated near the beginning of the Bayshore Sidewalk. The park was erected in February 1956 to honor Tony Janus, who completed the first-ever commercial flight from St",,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{70C9CCA8-085F-4CCD-97B1-830AF0FE074D},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 564 916
-82.480073110851833,27.936827502397264,39431,192,Hyde Park,Tampa,Municipal,820,Park,702 S Albany Ave,Tampa,FL,33606,813-259-1687,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,N/A,{D8425C36-BF14-482D-A1DD-8413ADE9D052},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 543 910
-82.611326968092683,27.971480650588074,39352,10,Ben T Davis Beach,Tampa,Municipal,820,Beach,7740 W Courtney Campbell Causeway,Tampa,FL,33607,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{BCF43F1E-F830-4294-A2E4-8450F703FF9D},,,PRQH,2017-03-15T16:50:30.000Z,17R LL 448 946
-82.460205940427187,27.940901385828383,39353,155,AIDS Memorial Park,Tampa,Municipal,820,Park,102 W Hyde Park Place,Tampa,FL,33606,,Parcel,Placed on Map,,Temporarily Closed,N/A,http://www.tampagov.net/parks-and-recreation,"Achievement, future, community, conservation, development, good health, heritage, nature: It Starts in Parks!",,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{0F050FEE-6ED9-4A6C-A692-858D580D33A9},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 563 915
-82.466202440645475,27.979558006794214,39333,71,Ken Suarez Clearfield Softball Field,Tampa,Municipal,820,Sports Complex / Ball Fields,611 W Indiana Ave,Tampa,FL,33603,,Parcel,Placed on Map,,Everyday,Sunrise to Sunset,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{235E94B2-E94C-4569-9EF2-86DE8D06E488},,,DPB4,2015-03-02T16:44:37.000Z,17R LL 558 956
-82.465792359567601,27.94467868050657,39433,193,Snow Park,Tampa,Municipal,820,Park,Intersection of W Kennedy & W Grand Central Ave,Tampa,FL,33602,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{A79A5F39-AE05-4F13-BA89-8A79BF8D8279},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 557 919
-82.477408431549264,27.934300749528113,39339,4,Anderson Park,Tampa,Municipal,820,Park,821 S Rome Ave,Tampa,FL,33606,813-259-1704,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Kate Jackson,N/A,{D06C97E2-5D73-4E81-98EA-8AD1836CBC5F},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 546 908
-82.421197211968348,27.952583345945577,39463,89,McKay Bay Nature Park,Tampa,Municipal,820,Park,134 N 34th St,Tampa,FL,33605,,Parcel,Placed on Map,"McKay Bay Nature Park showcases McKay Bay as a national avian sanctuary, where bird- and wildlife-watching opportunities abound. A 0.17-mile boardwalk trail winds through the mangroves toward the extensive mudflats of McKay Bay.",,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,{2F7744A2-DE47-4AD3-BD2A-8B75317DF84C},,,rck8,2015-05-01T15:21:52.000Z,17R LL 606 923
-82.453153049246751,28.029085901698924,39376,24,Cheney Park,Tampa,Municipal,820,Park,801 E Yukon St,Tampa,FL,33604,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{0765ABE3-D5D9-4DA4-BB93-8E7BF919BAEA},,,DPB4,2015-03-02T19:27:38.000Z,17R LM 571 012
-82.426668970165068,28.019884881412711,39373,163,Rogers Park Golf Course,Tampa,Municipal,820,Golf Course,7910 N 30th St,Tampa,FL,33610,813-356-1670,Parcel,Placed on Map,,Everyday,N/A,http://www.rogersparkgc.com/,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{C2A84CD2-9B46-4D0D-880A-94916F13CC9B},,,DP7D,2014-12-02T15:01:51.000Z,17R LM 597 002
-82.423093860707183,27.978379254020371,39491,220,NFL YET Center at Jackson Heights,Tampa,Municipal,820,Sports Complex / Ball Fields,3310 E Lake Ave,Tampa,FL,33610,813-242-5346,Parcel,Placed on Map,,,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Jackson Heights Center,,{C1643738-41AA-41CA-8455-96B3FA25C3B1},rck8,2014-08-21T13:24:27.000Z,DPD3,2015-01-12T16:33:44.000Z,17R LL 600 956
-82.474769138886927,27.973671178951452,39384,107,Plymouth Park,Tampa,Municipal,820,Park,3100 N Oakdale Ave,Tampa,FL,33603,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{635C3496-98A8-4EDD-B86A-98B8D3FB6A22},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 549 951
-82.458412411913059,28.018512056383564,39458,172,Riverview Terrace Park,Tampa,Municipal,820,Park,7701 N Florida Ave,Tampa,FL,33604,,Parcel,Placed on Map,"Riverview Terrace Park offers a playground, basketball court, street hockey/skating amenities and plenty of open space, situated on 4.23 acres.",,,http://www.tampagov.net/parks-and-recreation,"Achievement, future, community, conservation, development, good health, heritage, nature…It Starts in Parks!",,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,{1D23BCFC-A3B4-44DF-81E6-99A4111EF349},,,rck8,2015-05-01T14:37:38.000Z,17R LM 566 001
-82.457658194835929,27.963873793223566,39358,90,Fernando Mesa Park,Tampa,Municipal,820,Park,2105 N Morgan St,Tampa,FL,33602,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{B0BE536E-DA04-4AE9-8697-9AB437E1E130},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 566 940
-82.466479124873047,28.005934605769617,39467,194,Epps Park,Tampa,Municipal,820,Park,Intersection of W Fern St & N Otis Ave,Tampa,FL,33604,,Parcel,Placed on Map,,,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,{61095BE5-4A64-4673-83E2-9AC96ECF14F8},,,rck8,2015-05-01T19:33:15.000Z,17R LL 558 987
-82.513764953385078,27.919533100484458,39349,82,Marcellino Chelo Huerta Jr Friendship Park,Tampa,Municipal,820,Park,4124 W Bay to Bay Blvd,Tampa,FL,33629,813-832-1200,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Friendship Park,N/A,{FCCF357F-586B-4E96-8759-9F839BC02B85},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 510 892
-82.466218948896127,27.979559952387053,39424,189,Taylor Art Studio,Tampa,Municipal,820,Museum / Cultural,611 W Indiana Ave,Tampa,FL,33603,813-274-8364,Building,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{3F49A067-ADFF-4F03-AD48-9F92775F37F9},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 558 958
-82.447699390076167,28.028320504784283,39423,50,George Bartholomew Center,Tampa,Municipal,820,Community / Recreation Center,8608 N 12th St,Tampa,FL,33604,813-931-2109,Building,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{4DE1DB48-7E74-4B65-85D6-A3BB88A5AA73},,,DPD3,2015-01-12T16:33:44.000Z,17R LM 576 011
-82.452464492864848,28.020779167392746,39429,137,Sulphur Springs Park,Tampa,Municipal,820,Park,701 E Bird St,Tampa,FL,33604,813-931-2156,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,https://parks.tampagov.net/web/wbwsc/webtrac.wsc/search.html?display=detail&module=FR&SessionID=si,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,SulphurMap.pdf,{F66E2977-DF60-49D9-AC99-A48C5A818BFF},,,DPD3,2015-01-12T16:33:44.000Z,17R LM 572 003
-82.418851741069915,28.024365103881379,39332,146,Temple Crest Park,Tampa,Municipal,820,Park,8116 N 37th St,Tampa,FL,33604,813-989-7606,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,N/A,{06825A20-FE8D-455E-9A89-A7F23B9E6A21},,,DPD3,2015-01-12T16:33:44.000Z,17R LM 605 007
-82.407952055168678,27.98929674911837,39477,206,Williams Pool,Tampa,Municipal,820,Public Pool,4362 E Osborne Ave,Tampa,FL,33610,,,,,,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,,,{DB686E95-1E2E-490B-801F-A9180AF78C8E},rck8,2014-08-19T14:59:08.000Z,DPD3,2015-01-12T16:33:44.000Z,17R LL 615 968
-82.325176002478983,28.141241988709702,39390,171,Benito Center,Tampa,Municipal,820,Park,10065 Cross Creek Blvd,Tampa,FL,33647,813-907-2863,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,N/A,{E999D86F-7DC6-4037-A61E-A9447FB460FA},,,DPD3,2015-01-12T16:33:44.000Z,17R LM 698 135
-82.55734019493967,27.978290359974672,39369,162,Rocky Point  Golf Course,Tampa,Municipal,820,Golf Course,4151 Dana Shores Dr,Tampa,FL,33634,813-673-4316,Parcel,Placed on Map,,Everyday,N/A,http://www.rockypointgc.com/,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{9BC4BD5B-81B3-4578-AB97-A9AB9DF2E5AB},,,DP7D,2014-12-02T15:01:51.000Z,17R LL 468 957
-82.537834915081419,27.951324173144346,39382,28,Cypress Point Park,Tampa,Municipal,820,Park,5620 W Cypress St,Tampa,FL,33607,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,https://parks.tampagov.net/web/wbwsc/webtrac.wsc/search.html?display=detail&module=FR&SessionID=si,,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,Yes,No,No,No,,Cypress_Point_Shelter_Map09.pdf,{6FB68F85-D6FB-47B5-B835-AA6627EF6AF1},,,rck8,2016-09-19T16:08:21.000Z,17R LL 487 927
-82.494950200974529,27.958553846060177,39451,67,Macfarlane Park,Tampa,Municipal,820,Park,1700 N MacDill Ave,Tampa,FL,33607,813-348-1180,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,https://parks.tampagov.net/web/wbwsc/webtrac.wsc/search.html?display=detail&module=FR&SessionID=si,,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,macfarlanemap.pdf,{36B5332C-88CC-4354-AF43-AC9847EDC93D},,,rck8,2015-05-01T12:35:39.000Z,17R LL 529 935
-82.402247387548584,27.944575280953298,39354,88,McKay Bay Bike Trail - East,Tampa,Municipal,820,Trail / Trailhead,513 S 50th St,Tampa,FL,33619,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{8104BA09-B5AC-4B4A-B1F5-AE41F4896582},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 620 918
-82.465293299696228,27.993009326074915,39441,198,Ignacio Haya Linear Park,Tampa,Municipal,820,Park,5000 N River Blvd,Tampa,FL,33603,,Parcel,Placed on Map,,Everyday,Sunrise to Sunset,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,NA,{B48377E3-E118-4DC0-BC0C-B153BE00D803},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 559 972
-82.478436984502267,28.009387020109127,39396,175,Rome and Sligh Park,Tampa,Municipal,820,Park,6800 N Rome Ave,Tampa,FL,33604,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,N/A,{F8939865-6EA8-4D82-90DF-B31FD02A5D1A},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 546 991
-82.44131230298008,28.014932543409433,39501,,Druid Park,,,820,,1627 E Mulberry Dr.,Tampa,FL,33604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{979E251B-DAD6-4CF4-ACAA-B37C97932E0D},rck8,2017-03-17T15:12:29.000Z,rck8,2017-03-17T15:13:13.000Z,
-82.481492517232454,27.889596429089178,39343,7,Ballast Point Park,Tampa,Municipal,820,Park,5300 Interbay Blvd,Tampa,FL,33611,813-832-1207,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Ballast_Point_Shelter_Map_09.pdf,{0F649CE8-678D-493A-9E95-B65415476C17},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 541 858
-82.483014688901193,27.928318264014504,39438,196,Berns Park,Tampa,Municipal,820,Park,1400 S Howard Avenue,Tampa,FL,33606,,Parcel,Placed on Map,,Everyday,Sunrise to Sunset,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{25070DB6-87AC-4F82-A67C-B654EB28D268},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 540 901
-82.458525352309053,27.947931654804549,39341,78,Lykes Gaslight Square Park,Tampa,Municipal,820,Park,410 N Franklin St,Tampa,FL,33602,,Parcel,Placed on Map,,Everyday,Sunrise to Sunset,http://www.tampagov.net/parks-and-recreation,,,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{AB79A957-E4F8-44C9-BD2D-B868D2CC4DBC},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 565 922
-82.436526701846915,27.980037378290525,39487,216,Cyrus Greene Pool,Tampa,Municipal,820,Public Pool,2101 E Dr Martin Luther King Blvd,Tampa,FL,33610,,Parcel,Placed on Map,,,,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,No,No,,No,No,No,No,No,,,{17A45B1C-7422-47E9-8F51-BC041E731259},rck8,2014-08-20T14:13:17.000Z,DPD3,2015-01-12T16:33:44.000Z,17R LL 587 958
-82.433798114416291,28.038414646954678,39381,168,David E West Park,Tampa,Municipal,820,Park,2212 E 97th Ave,Tampa,FL,33612,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{83E842F4-9448-4A96-925C-BF711CF3C0F8},,,DPD3,2015-01-12T16:33:44.000Z,17R LM 590 022
-82.46732233687716,28.012441169159224,39448,63,Lowry Park,Tampa,Municipal,820,Park,7525 N Boulevard,Tampa,FL,33604,,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,https://parks.tampagov.net/web/wbwsc/webtrac.wsc/search.html?display=detail&module=FR&SessionID=si,,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,,lowrymap.pdf,{193AD77E-8ACC-45F7-83AD-C0016E02C812},,,DP7D,2015-05-19T17:16:08.000Z,17R LL 558 997
-82.447694786667626,28.02831445292944,39437,195,North Tampa Park,Tampa,Municipal,820,Park,8608 N 12th St,Tampa,FL,33604,813-931-2109,Parcel,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,N/A,{23C00BFC-C357-4C53-B746-C10D84F2C4B1},,,DPB4,2015-03-02T17:55:22.000Z,17R LM 576 011
-82.458941977689847,28.021365854182168,39456,120,River Tower Park,Tampa,Municipal,820,Park,401 E Bird St,Tampa,FL,33604,,Parcel,Placed on Map,"River Tower Park, 12.52 acres, is adjacent to the Hillsborough River and is a beautiful area to relax or picnic. It also is situated next to Sulphur Springs Park, which offers many amenities.<p>Our community centers, parks and playgrounds provide a safe,",,,http://www.tampagov.net/parks-and-recreation,"Achievement, future, community, conservation, development, good health, heritage, nature…It Starts in Parks!",,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,{5F5260E2-317C-4E7A-AD30-C3CFDCC9BAF4},,,DPB4,2015-03-02T17:34:01.000Z,17R LM 566 004
-82.517837975927321,27.928755703979448,39449,64,Interbay Pool,Tampa,Municipal,820,Public Pool,4321 W Estrella St,Tampa,FL,33629,813-282-2910,Building,Placed on Map,,Everyday,N/A,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,N/A,{B5544522-6877-403E-98C7-C582E2B8A143},,,rck8,2015-05-01T12:30:47.000Z,17R LL 506 902
-82.480317650128711,27.991401388390496,39340,149,Wellswood Park,Tampa,Municipal,820,Park,4918 N Mendenhall Dr,Tampa,FL,33603,813-348-2060,Parcel,Placed on Map,,Everyday,Sunrise to Sunset,http://www.tampagov.net/parks-and-recreation,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,,N/A,{A627959F-95AA-4D6D-97A0-C5A02471DF22},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 544 971
-82.458099583309021,28.011420726505538,39336,3,American Legion Park,Tampa,Municipal,820,Park,106 E Sligh Ave,Tampa,FL,33604,813-231-5275,Parcel,Placed on Map,"American Legion Park is a neighborhood park, accessible to bicyclists and pedestrians. It includes a playground, sand volleyball courts, and activity center.",Everyday,Sunrise to Sunset,http://www.tampagov.net/parks-and-recreation, ,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,N/A,{0FB9D42B-FE6A-4D88-B4CD-C6AA889F780B},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 566 993
-82.386848795344534,28.130398133388898,39464,93,New Tampa Community Park,Tampa,Municipal,820,Park,17302 Commerce Park Blvd,Tampa,FL,33647,813-975-2794,Parcel,Placed on Map,"The 40-acre park was made possible through an agreement between the City of Tampa and the School District of Hillsborough County. The park has 4 softball fields, 5 soccer fields, a concession stand and restrooms.",,,http://www.tampagov.net/parks-and-recreation,The skate park is open to skateboarders and in-line skaters only.,,,,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,{F1CDDD47-461F-4C3E-9AEC-C95BB34CBCC5},,,rck8,2015-05-01T18:36:04.000Z,17R LM 637 123
-82.446979358361048,27.948381141147696,39442,199,Washington Street Park,Tampa,Municipal,820,Park,118 N 12th Street,Tampa,FL,33602,,Building,Placed on Map,,Everyday,Sunrise to Sunset,http://www.tampagov.net/parks-and-recreation,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,NA,{15C32B7E-A32A-45AE-9CB7-CB48C102BA5A},,,DPD3,2015-01-12T16:33:44.000Z,17R LL 576 923
